ncpus,totalMem,timeMinutes
11.174484103456628,71.38855542290992,171.3451643228531
2.0025162459815875,34.6052663916019,388.77377173503237
2.0,96.0,392.813410393397
24.0,8.0,199.34088527361553
24.0,98.0,142.24880162477493
24.0,50.025243508996425,139.22565608819326
24.0,76.25183153506275,143.28565848668416
24.0,28.250370897562803,143.81006199121475
24.0,63.215442345097784,140.55818186203638
23.995556017385006,89.8753087458412,140.79540324608487
