ncpus,bufferSize,timeMinutes
4.0,1.0,30.58470505078633
4.0,2.5,30.89706819454829
4.0,4.0,30.47728386322657
14.0,1.0,26.5057025273641
14.0,2.5,26.458889059225722
14.0,4.0,26.62283809979757
24.0,1.0,27.126943540573116
24.0,2.5,26.625550095240275
24.0,4.0,26.416231056054436
